producto,marca,categoria,codigo_barras,presentacion,factor_unidades,precio,stock_inicial
Mix Frutos Secos sobres,Genérico,Abarrotes,,Unidad,1,2.0,0
Mix hojuelas bucky 170 g,Bucky,Snacks,798190202525,Unidad,1,7.0,0
Mix Laive vaso Fresa Choc. crujiente,Laive,Lácteos,7750151003773,Unidad,1,3.5,0
MIX YOGURT LAIVE SABOR VAINILLA/ BOLITAS CHOCOLATE 100 GR,Laive,Lácteos,7750151003766,Unidad,1,3.5,0
Mix Yogurt Lavie sabor vainilla c/bolitas de colores 100 g,Genérico,Lácteos,7750151003797,Unidad,1,3.5,0
Mixturas La Iberica 220 g,La Ibérica,Confitería y Golosinas,7750060001235,Unidad,1,32.0,0
Mochila Transportador Gato,Genérico,Mascotas,,Unidad,1,52.0,3
Mogul Moras 50 gr.,Arcor,Confitería y Golosinas,7790580131272,Unidad,1,2.0,0
Mogul Osito Extreme 55 GR,Arcor,Confitería y Golosinas,7790580415792,Unidad,1,2.0,0
Mogul Sandía extreme 80 gr.,Arcor,Confitería y Golosinas,7790580424602,Unidad,1,3.0,0
Mogul Sandía extreme acido dulce 50 g,Arcor,Confitería y Golosinas,7790580129347,Unidad,1,2.0,0
Mogul Tubitos Extreme x 70g,Arcor,Confitería y Golosinas,7790580140434,Unidad,1,2.8,0
Mondadientes,Genérico,Bazar y Otros,6925416515211,Unidad,1,1.5,0
MONSTER ENERGY CLASICO 473 ML,Monster Energy,Bebidas,070847010500,Unidad,1,8.0,0
Monster Energy Mango Loco 473 ml,Monster Energy,Bebidas,70847038672,Unidad,1,8.0,0
Monster Energy Sin Azucar Ultra Paradise 473 ml,Monster Energy,Bebidas,70847895459,Unidad,1,8.0,0
MONSTER ENERGY ULTRA S/AZUC. 473 ML,Monster Energy,Bebidas,070847026693,Unidad,1,8.0,0
Morochas 30 g,D'Onofrio,Helados y Congelados,7613035963948,Unidad,1,1.2,0
Morochas taco  75 gr.,D'Onofrio,Helados y Congelados,7613036335942,Unidad,1,2.6,0
Mortadela de Pollo Naturave x 200 g,Naturave,Embutidos y Fiambres,7755044000044,Unidad,1,4.0,0
Mortadela de pollo Rico Pollo x 100 gr,Rico Pollo,Embutidos y Fiambres,7755044000822,Unidad,1,2.5,10
MORTADELA ESPECIAL OTTO KUNZ 100 G,Otto Kunz,Embutidos y Fiambres,7750302739513,Unidad,1,4.2,0
Mostaza alacena 100 g,Alacena,Abarrotes,7750243049559,Unidad,1,3.5,0
Mostaza Alpesa 1 Kg,Alpesa,Abarrotes,,Unidad,1,6.0,2
Mostaza libbys 100 g,Libby's,Abarrotes,7752187001440,Unidad,1,3.0,0
MOSTAZA LIBBYS 200 G,Libby's,Abarrotes,7752187001457,Unidad,1,5.0,0
Mostaza Libbys 8 gr,Libby's,Abarrotes,,Unidad,1,0.4,0
Mostaza sachet Alpesa 8 g,Alpesa,Abarrotes,,Unidad,1,0.4,0
Mostaza sachet libbys 8 g,Libby's,Abarrotes,,Unidad,1,0.4,0
Mote Cusqueño Salado Bucky x 24 g,Bucky,Snacks,798190249148,Unidad,1,1.0,0
Mote cuzqueño picante bucky 24 gr,Bucky,Snacks,798190249186,Unidad,1,1.0,0
Mozzarella Braedt 200 gr,Braedt,Lácteos,7752346007207,Unidad,1,10.5,0
Mozzarella Gloria 250 g,Gloria,Lácteos,7751271037679,Unidad,1,11.0,0
MR. MUSCULO COCINA X 500 ML.,Mr. Músculo,Limpieza del Hogar,7790520155245,Unidad,1,7.2,0
Nachos Clasicos Bucky 38 g,Bucky,Snacks,798190249124,Unidad,1,1.0,0
Nachos picantes bucky 220 g,Bucky,Snacks,7756383000344,Unidad,1,7.5,0
Nachos Picantes Bucky 360g,Bucky,Snacks,798190256115,Unidad,1,1.0,0
Nachos sabor a queso Bucky snacks 180 g,Bucky,Lácteos,798190217239,Unidad,1,7.5,0
Nachos sabor original Bucky snacks 220 g,Bucky,Snacks,7756383000337,Unidad,1,7.5,0
Nachos tortillas de maiz sabor queso Bucky 28 g,Bucky,Lácteos,798190243122,Unidad,1,1.0,0
Naranja de Jugo a granel x kg,Genérico,Bebidas,,Unidad,1,4.5,0
Naranja Huando a granel x kg,Genérico,Frutas y Verduras,7751234013658,Unidad,1,2.5,0
Nasty Bar Mango Peach Pineapple 10000Puffs 5Nic,Nasty,Cigarrillos y Vapes,9551001494127,Unidad,1,70.0,0
Nasty Bar Watermelon Gummy 10000Puffs 5Nic,Nasty,Cigarrillos y Vapes,9551001494103,Unidad,1,70.0,0
naturave churro picante 100 g,Naturave,Embutidos y Fiambres,7755044000853,Unidad,1,5.5,0
Nectarin Manzana 1.5 lt,Nectarin,Bebidas,7751184000234,Unidad,1,5.5,0
Nectarin Manzana 600 ml,Nectarin,Bebidas,7751184000227,Unidad,1,2.5,0
Nectarin Naranja 1.5 lt,Nectarin,Bebidas,7751184000180,Unidad,1,5.5,0
Nectarin Naranja 600 ml,Nectarin,Bebidas,7751184000173,Unidad,1,2.5,0
Nectarin Piña 1.50lt,Nectarin,Bebidas,7751184000166,Unidad,1,5.5,0
Nectarin Piña 600 ml,Nectarin,Bebidas,7751184000159,Unidad,1,2.5,0
Nectarin Toronja 1.5 lt,Nectarin,Bebidas,7751184000258,Unidad,1,5.5,0
Nectarin Toronja 600 ml,Nectarin,Bebidas,7751184000241,Unidad,1,2.5,0
Nectarin Tutti Frutti 1.5 lt,Nectarin,Bebidas,7751184000203,Unidad,1,5.5,0
Nectarin Tutti Frutti 600 ml,Nectarin,Bebidas,7751184000197,Unidad,1,2.5,0
Nescafe Cappuccino helado Donofrio 62 gr,Nescafé,Helados y Congelados,8445291688650,Unidad,1,5.0,0
Nescafe Cappuccino sobre 14 gr.,Nescafé,Abarrotes,8445291584563,Unidad,1,2.5,0
Nescafe Moka 18 gr.,Nescafé,Abarrotes,,Unidad,1,2.5,0
NESCAFE TRADICION 15 G,Nescafé,Abarrotes,8445291014008,Unidad,1,3.0,0
Nescafe Tradicion 17 g 1 taza mas,Nescafé,Abarrotes,8445291584495,Unidad,1,2.5,0
NESCAFE TRADICION 7 G,Nescafé,Abarrotes,8445291013964,Unidad,1,1.7,0
Nescafé Tradicion café instantaneo 50 g,Nescafé,Abarrotes,7613036416566,Unidad,1,10.0,1
Nesquik chocolate instantaneo 190 g,Nestlé,Confitería y Golosinas,8445290241726,Unidad,1,10.5,0
Nesquik sabor Chocolate 13 gr,Nestlé,Confitería y Golosinas,7613035977778,Unidad,1,1.0,0
Nexa N20000 Puff  Strawberry Banana 5%,Nexa,Cigarrillos y Vapes,4897136540854,Unidad,1,65.0,0
Next Masticable Limon 14 g,Genérico,Confitería y Golosinas,7702993023600,Unidad,1,0.8,13
Nito Bimbo marinela 60 g,Bimbo,Confitería y Golosinas,7750727003718,Unidad,1,1.5,0
NIvea desodorante invisible mujer 9 gr,Nivea,Cuidado Personal,4005900820303,Unidad,1,1.2,12
NOBLE PH PLUS DOBLE HOJA 4 ROLLOS 4 UNID,Noble,Cuidado Personal,7759185010436,Unidad,1,6.0,0
Nocaut chocolate turron mani costa 32 g,Costa,Confitería y Golosinas,7750885022071,Unidad,1,1.2,0
Nocturna Always Seca  8 unid,Always,Cuidado Personal,7506339394535,Unidad,1,6.5,0
Nocturna Always Suave x 8,Always,Cuidado Personal,7506339394603,Unidad,1,7.5,0
NOEL CHOCO. LA IBERICA X 60 G,La Ibérica,Confitería y Golosinas,7750060000313,Unidad,1,12.0,0
Nosotras Alas Tela Gel Promo + 2,Nosotras,Cuidado Personal,7702026154448,Unidad,1,5.5,0
Nosotras diarias protección (15 und),Nosotras,Cuidado Personal,7702027434020,Unidad,1,3.5,0
Nosotras Invisible Rapigel flujo regular (10 und),Nosotras,Cuidado Personal,7702027040467,Unidad,1,5.5,0
Nosotras Larga TH 8 und,Nosotras,Cuidado Personal,7702026153618,Unidad,1,5.5,0
Nosotras Nat. Buenas Noches Tela 10 und,Nosotras,Cuidado Personal,7702027040252,Unidad,1,7.8,0
Nosotras Natural Alas Tela Gel 10 und.,Nosotras,Cuidado Personal,7702027494499,Unidad,1,5.5,0
Nosotras Natural Invis. Clasica x 10 und,Nosotras,Cuidado Personal,7702027494512,Unidad,1,5.5,0
NOSOTRAS PROTECTOR DIARIO (5 UND),Nosotras,Cuidado Personal,7702027434112,Unidad,1,1.5,0
Nosotras Protectores Diarios desodorante x 15 und,Nosotras,Cuidado Personal,7702027048548,Unidad,1,3.5,0
Nova Papel Toalla clasica mega rollo absorvente 1 und,Nova,Cuidado Personal,7759185004794,Unidad,1,2.5,0
NOVA PAPEL TOALLA ULTRA HOJAS MAS GRUESAS  1 UND,Nova,Cuidado Personal,7759185010979,Unidad,1,3.0,0
Nova PT Naranja x 2 und,Nova,Frutas y Verduras,7759185004800,Unidad,1,5.0,0
Nuez moscada sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,1.0,1
Nuez pelada sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,1.0,6
Nuggets de pechuga de pollo rico pollo 270 g,Rico Pollo,Embutidos y Fiambres,7755044001492,Unidad,1,9.5,0
Nutrican Adultos x 1 Kg,Nutrican,Mascotas,7750885017954,Unidad,1,7.0,2
Nutrican Adultos x Kg,Nutrican,Mascotas,,Unidad,1,5.5,0
Nutrican Cachorro x Kg,Nutrican,Mascotas,,Unidad,1,6.0,1
Nutrilac leche laive botella 390 g,Laive,Lácteos,7750151008211,Unidad,1,3.3,0
Nutrilac leche laive tetrapack 480 g,Laive,Lácteos,7750151008594,Unidad,1,4.0,0
Ña Pancha Limpieza Prof. 140 g,Ña Pancha,Limpieza del Hogar,7708872634264,Unidad,1,1.2,0
Obsesion costa 21 g,Costa,Confitería y Golosinas,7750885011983,Unidad,1,1.0,0
Old Parr 12 años x 750 ml,Old Parr,Licores y Cervezas,5000281003160,Unidad,1,87.0,0
Old smuggler Whisky 200 ml,Old Smuggler,Licores y Cervezas,7798131200637,Unidad,1,8.0,0
Old Times Apple Rush x 750 ml,Old Times,Licores y Cervezas,7751738004503,Unidad,1,23.0,0
Old Times Black 1 L Whisky,Old Times,Licores y Cervezas,7751738003766,Unidad,1,31.0,0
Old times Black 750 ml Whisky,Old Times,Licores y Cervezas,7751738001472,Unidad,1,28.0,0
Old Times Red  1 L Whisky,Old Times,Licores y Cervezas,7751738003308,Unidad,1,26.0,0
Old times Red 750 ml Whisky,Old Times,Licores y Cervezas,7751738001489,Unidad,1,24.0,0
Ole Ole,Genérico,Panadería,,Unidad,1,0.2,0
Olmeca tequila reposado 700 ml,Olmeca,Licores y Cervezas,80432404270,Unidad,1,59.0,0
Olmeca tequila silver 700 ml,Olmeca,Licores y Cervezas,80432402191,Unidad,1,59.0,0
Onda Jalapeño Lays 37 gr,Frito Lay's,Snacks,7758574006661,Unidad,1,2.0,0
Ondas Sweet BBQ,Genérico,Confitería y Golosinas,7758574006678,Unidad,1,2.0,0
Oral B 4en1 x 140 g,Oral-B,Cuidado Personal,7506195131664,Unidad,1,8.0,0
Oral B 4en1 x 60 g,Oral-B,Cuidado Personal,7506195167113,Unidad,1,4.5,0
Oral B Anticaries 50 ml,Oral-B,Cuidado Personal,7506195130957,Unidad,1,3.5,0
Oregano entero sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,0
Oregano Molido SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,0
Orejitas,Genérico,Panadería,,Unidad,1,1.5,0
OREO CHOCOLATE TACO 108 G,Oreo,Confitería y Golosinas,7622201760281,Unidad,1,3.0,0
Oreo Coca Cola 108 g,Coca-Cola,Bebidas,7622202221118,Unidad,1,2.6,0
Oreo Coca Cola 36 g,Coca-Cola,Bebidas,7622202222214,Unidad,1,1.0,0
OREO ORIGINAL  108 G,Oreo,Confitería y Golosinas,7622201693015,Unidad,1,3.0,0
OREO ORIGINAL 36 G,Oreo,Confitería y Golosinas,7702133006661,Unidad,1,1.0,0
Oreo original 54 g,Oreo,Confitería y Golosinas,7622201462871,Unidad,1,1.5,0
Oreo original xtra 135 g,Oreo,Confitería y Golosinas,7622202217494,Unidad,1,3.0,0
OREO SELENA 108 GR,Oreo,Confitería y Golosinas,7622202335259,Unidad,1,2.6,0
OREO VAINILLA GOLDEN 108 GR.,Oreo,Confitería y Golosinas,7622202294723,Unidad,1,3.0,0
Oreo Vainilla Golden x 36 g,Oreo,Confitería y Golosinas,7622210110244,Unidad,1,1.0,0
Oro Amarilla AJE 400 ml,Oro,Bebidas,50670013468,Unidad,1,1.0,0
Oro Gaseosa 3 L,Oro,Bebidas,7751731000946,Unidad,1,6.0,0
Oro Gaseosa Amarilla 1 L,Oro,Bebidas,7751731002506,Unidad,1,3.0,0
Oro Gaseosa Amarilla 350 ml,Oro,Bebidas,7751731006337,Unidad,1,1.0,0
Oso Iberica 100 gr,La Ibérica,Confitería y Golosinas,7750060003703,Unidad,1,20.5,0
OTTO KUNZ JAMON PIZZA 100 G,Otto Kunz,Embutidos y Fiambres,7750302001429,Unidad,1,5.2,0
OTTO KUNZ JAMONADA BOLOGNA 100 G,Otto Kunz,Embutidos y Fiambres,7750302724861,Unidad,1,4.5,0
OTTO KUNZ JAMONADA ESPECIAL 100 G,Otto Kunz,Embutidos y Fiambres,7750302724854,Unidad,1,4.63,0
Otto Kunz Jamonada Especial de Pollo 100 g,Otto Kunz,Embutidos y Fiambres,7750302000866,Unidad,1,4.5,0
Pachuli flute 8 und,Genérico,Bazar y Otros,8901751352610,Unidad,1,1.2,0
Pack Edam y Jamonada 135 g Laive,Laive,Embutidos y Fiambres,7750151008877,Unidad,1,7.0,0
Pack Jamón Pizza / queso Edam Otto Kunz 340 gr,Otto Kunz,Lácteos,7752346007535,Unidad,1,15.5,0
Pack mixto jamonada/queso braedt 180 g,Braedt,Lácteos,7752346005395,Unidad,1,8.0,0
Pack queso Edam + Jamon Americano Suiza 300 gr,Suiza,Lácteos,7750151009010,Unidad,1,14.5,0
Pack Stolichnaya + copa martini Stoli 750 ml,Stolichnaya,Licores y Cervezas,,Unidad,1,50.0,0
Paleta Crema,Genérico,Helados y Congelados,,Unidad,1,4.5,26
Paleta Fruta,Genérico,Helados y Congelados,,Unidad,1,3.5,4
Palichoc Submarino 20 g,Genérico,Confitería y Golosinas,7751723001890,Unidad,1,1.0,0
Palillo molido batan 22 g,Batán,Abarrotes,7750552000272,Unidad,1,1.0,0
Palillo Molido SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,6
Palinuggets c/tocino Bolsa x 300 gr -15 unid.,Genérico,Embutidos y Fiambres,7755044000150,Unidad,1,9.8,0
Pallar a Granel,Genérico,Abarrotes,,Unidad,1,9.0,3
Palmolive Naturals Nutri Humec Oliva y Aloe,Palmolive,Cuidado Personal,,Unidad,1,4.0,0
Palta a granel x kg,Genérico,Frutas y Verduras,7751234013689,Unidad,1,10.0,0
Palta Hass x Kg,Genérico,Frutas y Verduras,,Unidad,1,7.5,0
Pan Americano Union 540 gr,Unión,Panadería,7752056001977,Unidad,1,8.5,0
Pan Anis el Triunfo,El Triunfo,Panadería,,Unidad,1,6.0,0
Pan Blanco Grande Bimbo x 590 g,Bimbo,Panadería,7750727014189,Unidad,1,9.5,0
Pan caracol el triunfo,El Triunfo,Panadería,,Unidad,1,6.0,0
Pan carioca el triunfo,El Triunfo,Panadería,,Unidad,1,6.0,0
Pan Coco El Triunfo,El Triunfo,Panadería,,Unidad,1,6.0,0
Pan coliza el triunfo,El Triunfo,Panadería,,Unidad,1,6.0,0
Pan Confitado El Triunfo,El Triunfo,Panadería,,Unidad,1,1.5,0
Pan de Queso Las Torres,Las Torres,Lácteos,,Unidad,1,1.5,0
Pan del Dia,Genérico,Panadería,7751234014389,Unidad,1,0.33,0
Pan Fibra Integral Union 540 gr,Unión,Panadería,7752056001915,Unidad,1,9.5,0
Pan Granos y Semillas Union 540 gr,Unión,Panadería,7752056001939,Unidad,1,9.5,1
Pan Hamburguesa Bimbo 480 gr,Bimbo,Embutidos y Fiambres,7750727013717,Unidad,1,9.5,0
PAN HAMBURGUESA LAS TORRES X 8 UND,Las Torres,Embutidos y Fiambres,7750446700080,Unidad,1,7.5,0
Pan hamburguesa x 6 el triunfo,El Triunfo,Embutidos y Fiambres,,Unidad,1,4.0,0
Pan Hot Dog Bimbo 453,Bimbo,Embutidos y Fiambres,7750727005026,Unidad,1,9.5,0
Pan hot dog x 6 el triunfo,El Triunfo,Embutidos y Fiambres,,Unidad,1,4.0,0
Pan integral el triunfo,El Triunfo,Panadería,,Unidad,1,6.0,0
Pan Lulo el Triunfo,El Triunfo,Panadería,,Unidad,1,6.0,0
Pan Molde Blanco Bimbo 480 g,Bimbo,Panadería,7750727003329,Unidad,1,9.5,0
Pan Molde Blanco Clasico Pan Pan x 420 g,Pan Pan,Panadería,7750431260018,Unidad,1,7.0,0
PAN MOLDE BLANCO FAMILIAR LAS TORRES,Las Torres,Panadería,4935304527532,Unidad,1,8.5,0
Pan Molde Blanco Grande El Triunfo,El Triunfo,Panadería,,Unidad,1,7.5,0
Pan Molde Blanco Mediano El triunfo,El Triunfo,Panadería,,Unidad,1,4.5,0
PAN MOLDE BLANCO MEDIANO LAS TORRES,Las Torres,Panadería,7750446700011,Unidad,1,4.5,0
Pan Molde Blanco Mediano Tasaico,Tasaico,Panadería,7752969000098,Unidad,1,4.5,0
PAN MOLDE BLANCO PEQUEÑO LAS TORRES,Las Torres,Panadería,,Unidad,1,3.0,0
Pan Molde Blanco Pequeño Tasaico,Tasaico,Panadería,7752969000081,Unidad,1,3.0,0
Pan Molde Blanco PYC  480 gr,PYC,Panadería,,Unidad,1,6.5,0
Pan Molde Integral Clasico Pan Pan x 420 g,Pan Pan,Panadería,7750431260025,Unidad,1,7.5,0
Pan Molde Integral Mediano El Triunfo,El Triunfo,Panadería,,Unidad,1,4.5,0
PAN MOLDE INTEGRAL MEDIANO LAS TORRES,Las Torres,Panadería,7750465007016,Unidad,1,5.0,0
Pan Molde Integral Mediano PYC 365 g,PYC,Panadería,7750727013649,Unidad,1,4.2,0
Pan Molde Integral Mediano Tasaico,Tasaico,Panadería,,Unidad,1,5.0,0
Pan Molde Integral PYC 500 gr,PYC,Panadería,7750727005071,Unidad,1,7.5,0
Pan Molde Multigranos Pan Pan 420 g,Pan Pan,Panadería,,Unidad,1,9.5,0
PAN MOLDE PEQUEÑO INTEGRAL LAS TORRES,Las Torres,Panadería,7750446700141,Unidad,1,3.5,0
Pan molido a granel x kg,Genérico,Panadería,7751234013078,Unidad,1,6.5,0
Pan Multisemillas Avena,Genérico,Panadería,7752056001922,Unidad,1,9.5,0
Pan Sandwich Clasico Integral Union 540 gr.,Unión,Panadería,7752056002400,Unidad,1,8.7,0
Pan Wawa El Triunfo,El Triunfo,Panadería,,Unidad,1,1.5,0
Panamito x Kg  a granel,Genérico,Frutas y Verduras,,Unidad,1,7.5,0
PANELA NATURAL ORGANICA ALLIMPAQ X 500 GR,Genérico,Abarrotes,,Unidad,1,6.5,1
Paneton Bimbo 900 gr,Bimbo,Panadería,7750727865477,Unidad,1,23.0,0
PANETON BLANCA FLOR 900 G,Blanca Flor,Panadería,7750243040631,Unidad,1,25.0,0
PANETON BUON NATALE DONOFRIO 750 G,D'Onofrio,Panadería,8445290866400,Unidad,1,23.0,0
PANETON DOLCCI 800 G,Genérico,Panadería,7751271024204,Unidad,1,21.0,0
Paneton Donofrio Bolsa x 880 g,D'Onofrio,Panadería,8445290900562,Unidad,1,27.0,0
Paneton el Triunfo 900 gr,El Triunfo,Panadería,,Unidad,1,18.0,0
Paneton Gloria 900 g,Gloria,Panadería,7751271026116,Unidad,1,25.0,0
Paneton Poessia San Jorge 900 g,San Jorge,Panadería,7750106003780,Unidad,1,19.0,0
PANETON SAYON 750 G,Sayón,Panadería,7750243080798,Unidad,1,19.0,0
Paneton Todinno 900 g,Todinno,Panadería,7750885024808,Unidad,1,24.0,0
Paneton Todinno 900 gr+ todinnito,Todinno,Panadería,7750885024808,Unidad,1,27.0,0
PANETON WINTER 850 G,Winter's,Panadería,7752748012328,Unidad,1,24.0,0
Panetoncito caja Las Torres,Las Torres,Panadería,,Unidad,1,2.5,0
Panetoncito en Bolsa Las Torres,Las Torres,Panadería,,Unidad,1,1.5,0
Panquita Batan,Batán,Abarrotes,7750552000869,Unidad,1,1.2,0
Panquita sibarita 31.2 g,Sibarita,Abarrotes,7753121003476,Unidad,1,1.2,5
Pantene Equilibrio Dual Raiz y puntas 27 ml,Pantene,Cuidado Personal,7500435212366,Unidad,1,1.2,0
Pañal para adulto mayor Plenitud classic talla M 20 und,Plenitud,Cuidado Personal,,Unidad,1,2.5,19
Pañal perrito Talla M und,Genérico,Cuidado Personal,,Unidad,1,2.5,10
Paño Virutex Amarillo absorbente tradiconal 1 und,Virutex,Limpieza del Hogar,,Unidad,1,1.2,9
Pañuelo Elite Disney Triple hoja 10 unid,Elite,Cuidado Personal,7759185006163,Unidad,1,1.0,0
Papa Canchan a granel x kg,Genérico,Frutas y Verduras,7751234013870,Unidad,1,3.0,0
Papa Salamanca a granel x kg,Genérico,Frutas y Verduras,7751234013887,Unidad,1,4.0,0
Papa Unica a granel x kg,Genérico,Frutas y Verduras,7751234013863,Unidad,1,2.5,0
PAPAS AL HILO  LAYS 40 GR.,Frito Lay's,Snacks,7758574006609,Unidad,1,2.0,0
Papas al hilo a granel x kg,Genérico,Snacks,7751234013238,Unidad,1,25.0,0
Papas al Hilo Bucky,Bucky,Snacks,798190243139,Unidad,1,1.0,0
Papas al hilo Frito Lays 155 g,Frito Lay's,Snacks,7758574003707,Unidad,1,5.5,0
Papas al hilo Frito Lays 40 g,Frito Lay's,Snacks,7758574004100,Unidad,1,1.8,0
Papas Al Hilo Gototo x 80 g,Bucky,Snacks,850022592256,Unidad,1,3.5,0
Papas Artesanas alitas BBQ Frito Lays 34 g,Frito Lay's,Snacks,7758574005947,Unidad,1,2.0,0
Papas Artesanas sal marina Frito Lays 34 g,Frito Lay's,Snacks,7758574005954,Unidad,1,2.0,0
Papas BBQ Bucky 120 gr,Bucky,Snacks,798190257525,Unidad,1,6.5,0
Papas BBQ Bucky 40 gr,Bucky,Snacks,798190249209,Unidad,1,2.0,0
Papas Bucky Finas Hierbas 40 gr.,Bucky,Snacks,798190256160,Unidad,1,2.0,0
Papas Clasicas Frito Lays 140 g,Frito Lay's,Snacks,7758574006487,Unidad,1,8.0,0
Papas Clasicas Lays 39 gr,Frito Lay's,Snacks,,Unidad,1,2.0,0
Papas Finas Hierbas Bucky 120 gr,Bucky,Snacks,798190257518,Unidad,1,6.5,0
Papas fritas con oregano x kg,Genérico,Snacks,,Unidad,1,28.0,0
Papas fritas hojuelas a granel x kg,Genérico,Snacks,7751234013191,Unidad,1,26.0,0
Papas Jalapeño Bucky  120 gr,Bucky,Snacks,798190257501,Unidad,1,6.5,0
Papas Jalapeño Bucky 40 gr,Bucky,Snacks,798190257440,Unidad,1,2.0,0
Papas Kettle BBQ y Cebolla Buckys 28 gr,Bucky,Snacks,798190257808,Unidad,1,1.0,2
Papas Kettle Jalapeño Buckys 28 gr,Bucky,Snacks,798190257785,Unidad,1,1.0,0
Papas Kettle Pollo Brasa 28 gr Buckys,Bucky,Snacks,798190257846,Unidad,1,1.0,0
Papas Lays Clasica Bolsaza 85 g,Frito Lay's,Snacks,7758574006753,Unidad,1,4.0,0
Papas Nativas Inka Chips 30 gr.,Inka Chips,Snacks,7750526003117,Unidad,1,2.2,0
Papas nativas peruanas Tiyapui 30 g,Tiyapuy,Snacks,731199055730,Unidad,1,1.0,0
Papas ondas Bucky snacks 170 g,Bucky,Snacks,798190202518,Unidad,1,7.0,0
Papas Ondas Mayonesa Frito Lays 37 g,Frito Lay's,Snacks,7758574006623,Unidad,1,2.0,0
Papas ondas pack fiesta Riky tok 180 g,Bucky,Snacks,731199055655,Unidad,1,5.5,0
PAPAS ONDAS PICANTES FRITO LAYS 37 GR,Frito Lay's,Snacks,7758574006630,Unidad,1,2.0,0
Papas picantes a granel x kg,Genérico,Frutas y Verduras,7751234013214,Unidad,1,28.0,0
Papas Pollo a la Brasa 41 g,Genérico,Snacks,7758574006333,Unidad,1,1.8,0
Papas Pollo a la Brasa Frito Lays 37 g,Frito Lay's,Snacks,7758574006654,Unidad,1,2.0,0
PAPAS SABOR BBQ & CEBOLLA 135 GR,Genérico,Frutas y Verduras,7750526003018,Unidad,1,7.5,0
Papas Sabor BBQ y Cebolla Inka Chips 135 g,Inka Chips,Snacks,7750526002776,Unidad,1,7.5,0
Papas sabor BBQ y cebolla Inka chips 30 g,Inka Chips,Snacks,7750526002721,Unidad,1,2.2,0
Papas Sabor Bembos  Inka Chips 30 gr,Inka Chips,Snacks,7750526002738,Unidad,1,2.0,0
Papas Sabor Finas Hierbas y Lima 115 gr,Genérico,Snacks,7750526002059,Unidad,1,7.5,0
Papas sabor Jalapeño Inka Chips 135 g,Inka Chips,Snacks,7750526002752,Unidad,1,7.5,0
Papas sabor Jalapeños Inka Chips 30 g,Inka Chips,Snacks,7750526002707,Unidad,1,2.2,0
Papas sabor queso y cebolla Inka chips 30 g,Inka Chips,Lácteos,7750526002714,Unidad,1,2.2,0
Papas Sal de Mar Inka Chips 135 g,Inka Chips,Snacks,7750526002998,Unidad,1,7.5,0
PAPAS SAL DE MAR INKA CHIPS 33 G,Inka Chips,Snacks,7750526002691,Unidad,1,2.2,0
PAPAYA A GRANEL X KG,Genérico,Frutas y Verduras,7751234013627,Unidad,1,5.5,0
PAPEL ALUMINIO 5 M DIAFANO 1 UND,Diáfano,Bazar y Otros,5901234123457,Unidad,1,5.0,0
Papel de tabaco ocb 50 und,OCB,Cigarrillos y Vapes,0030063082,Unidad,1,4.0,0
Papel de Tabaco OCB Organico 50 unid.,OCB,Cigarrillos y Vapes,0030091948,Unidad,1,4.0,0
Papel higienico Noble Premium x 40 m,Noble,Cuidado Personal,7759185009980,Unidad,1,7.2,0
Papel toalla Paracas multiusos fibras suaves 1 und,Paracas,Cuidado Personal,7750518001428,Unidad,1,9.0,0
papi chips bucky 26 gr,Bucky,Snacks,798190242187,Unidad,1,1.0,0
Papi chips Bucky chips 23 g,Bucky,Snacks,798190249247,Unidad,1,1.0,0
Papi chips clasicas Bucky snacks 180 g,Bucky,Snacks,798190167510,Unidad,1,7.0,0
PAPI CHIPS ONDULADAS PICANTE BUCKY SNACKS 30 G,Bucky,Snacks,798190257938,Unidad,1,1.0,0
Paprika Molida SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,9
Paracas PH doble hoja 4 rollos 40 m,Paracas,Cuidado Personal,7750518000711,Unidad,1,7.5,0
Paracas PH x 2 Doble Hoja,Paracas,Cuidado Personal,7750518001565,Unidad,1,1.8,0
Pasas morenas a granel x kg,Genérico,Abarrotes,,Unidad,1,25.0,0
Pasas morenas inkabio,Genérico,Abarrotes,,Unidad,1,1.0,0
Pasas morenas sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,0
Pasas rubias sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,0
Passport Scotch 700 ml Whisky,Passport,Licores y Cervezas,5000299210048,Unidad,1,30.0,0
Passport scotch Whisky 200 ml,Passport,Licores y Cervezas,5000299210208,Unidad,1,12.0,0
Passport Selection x 700 ml,Passport,Licores y Cervezas,5000299210413,Unidad,1,31.0,0
Pasta de Rocoto Walibi x 85 g,Walibi,Frutas y Verduras,7752187002478,Unidad,1,3.0,0
Pasta Dental Colgate Triple Accion 50 ml,Colgate,Cuidado Personal,7509546003108,Unidad,1,4.2,0
Pasta Dental Family Doctor Action Whitening x 220 g,Family Doctor,Cuidado Personal,7750045135078,Unidad,1,5.0,1
Pasta Dental Herbal Family Doctor x 200 g,Family Doctor,Cuidado Personal,7750045135054,Unidad,1,5.0,0
