producto,marca,categoria,codigo_barras,presentacion,factor_unidades,precio,stock_inicial
Leche Gloria Light Zero Lactosa 390 gr,Gloria,Lácteos,7751271038263,Unidad,1,4.2,0
Leche Gloria Niños lata 390 g,Gloria,Lácteos,7751271034159,Unidad,1,4.2,0
Leche Gloria Niños lata pequeña 170 g,Gloria,Lácteos,7751271032919,Unidad,1,2.5,0
LECHE GLORIA NIÑOS TETRAPACK 1 L,Gloria,Lácteos,7751271036337,Unidad,1,6.3,0
Leche Gloria slim Triple zero tetrapack 1 L,Gloria,Lácteos,7751271034043,Unidad,1,6.3,0
Leche Gloria Zero lacto lata pequeña 170 g,Gloria,Lácteos,7751271033640,Unidad,1,2.5,0
Leche Gloria Zero lactosa lata 390 g,Gloria,Lácteos,7751271034180,Unidad,1,4.2,0
LECHE GLORIA ZERO LACTOSA TETRAPACK 1 L,Gloria,Lácteos,7751271036313,Unidad,1,6.3,0
Leche Holandesa,Genérico,Lácteos,8716200680936,Unidad,1,4.0,0
Leche Ideal Cremosita 390 g,Ideal,Lácteos,8445290401182,Unidad,1,4.0,0
Leche Laive Bioalmendra 946 ml,Laive,Lácteos,7750151008082,Unidad,1,10.5,0
Leche Laive Biococo 946 ml,Laive,Lácteos,7750151008099,Unidad,1,10.5,0
Leche Laive Entera tetrapack 946 ml,Laive,Lácteos,7750151008679,Unidad,1,5.5,0
Leche Laive Lista para diluir bolsitarro 390 g,Laive,Lácteos,7750151008174,Unidad,1,3.5,0
Leche Laive Practitarro 390 g,Laive,Lácteos,7750151008921,Unidad,1,4.3,0
Leche Laive Sin Lactosa botella 390 g,Laive,Lácteos,7750151008945,Unidad,1,4.3,0
LECHE LAIVE SIN LACTOSA TETRAPACK 946 ML,Laive,Lácteos,7750151008662,Unidad,1,5.5,0
LECHE LIGHT SIN LACTOSA LAIVE BOT.390 GR,Laive,Lácteos,7750151008150,Unidad,1,4.8,0
Leche sabor chocolate bolsa gloria 900 ml,Gloria,Lácteos,7751271028394,Unidad,1,5.0,0
LECHE SABOR CHOCOLATE LAIVE 946 ML,Laive,Lácteos,7750151008655,Unidad,1,6.0,0
Leche Soy vida Soya lata 390 g,Soy Vida,Lácteos,7751271034326,Unidad,1,3.0,0
Leche Soy Vida TTP x 1 Lt,Soy Vida,Lácteos,7751271030786,Unidad,1,5.5,0
Leche Vigor Natural Bls 800 ml,Vigor,Lácteos,7750632006026,Unidad,1,4.6,0
Lechuga Hidropónica unidad,Genérico,Frutas y Verduras,,Unidad,1,3.0,0
Lejía Clorox 319 ml,Clorox,Limpieza del Hogar,7756641007016,Unidad,1,1.3,0
Lejia Clorox Cloro 638 ml,Clorox,Limpieza del Hogar,7756641003872,Unidad,1,2.0,0
Lejia Clorox Ropa Quitamanchas colores vivos 835 ml,Clorox,Limpieza del Hogar,7756641006798,Unidad,1,5.5,2
Lejia Clorox Tradicional 324 ml,Clorox,Limpieza del Hogar,7756641003865,Unidad,1,1.3,0
LEJIA CLOROX TRADICIONAL 668 G,Clorox,Limpieza del Hogar,7756641007177,Unidad,1,2.1,0
Lejia Opal Quitamanchas ropa color 265 ml,Opal,Limpieza del Hogar,7750243075978,Unidad,1,2.5,0
Lejía Sapolio 5 kg,Sapolio,Limpieza del Hogar,7751851027021,Unidad,1,10.0,0
Lejia Sapolio Cloro 1.16 kg,Sapolio,Limpieza del Hogar,7750243074094,Unidad,1,3.5,0
Lejia Sapolio Cloro 790 g,Sapolio,Limpieza del Hogar,7750243082259,Unidad,1,2.0,0
Lengua de suegra x und,Genérico,Bazar y Otros,,Unidad,1,1.5,0
Lenteja Baby Paisana 500 gr,Paisana,Abarrotes,7755139001994,Unidad,1,6.5,2
Lenteja bb a granel x kg,Genérico,Abarrotes,7751234013047,Unidad,1,7.0,0
LENTEJITAS CAJA NESTLE 30 G,Nestlé,Confitería y Golosinas,7613035196865,Unidad,1,2.2,0
Lentejon a granel x kg,Genérico,Frutas y Verduras,7751234013092,Unidad,1,7.0,0
Lentejon Costeño bolsa x 500 gr,Costeño,Bazar y Otros,7755139271410,Unidad,1,6.8,0
Levadura sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,0
Licor D'fiesta Blu 2 L,D'fiesta,Licores y Cervezas,,Unidad,1,10.0,0
Licor D'fiesta Maracuya 2 L,D'fiesta,Licores y Cervezas,,Unidad,1,10.0,0
Licor D'fiesta Mora 2 L,D'fiesta,Licores y Cervezas,,Unidad,1,10.0,0
Limon a granel x kg,Genérico,Frutas y Verduras,7751234013931,Unidad,1,4.5,0
Limpiador Antibacterial Lavanda Virutex x 900 ml,Virutex,Limpieza del Hogar,7759998006107,Unidad,1,0.0,0
Limpiador Santiago Gamuza 1 und,Santiago,Limpieza del Hogar,7750034001278,Unidad,1,4.0,2
Limpiatodo Queen Antibact. Bambu 900 ml,Queen,Limpieza del Hogar,745853997984,Unidad,1,2.7,0
limpiatodo Queen Antibact. Bebe 900 ml,Queen,Limpieza del Hogar,745853998158,Unidad,1,2.7,0
Limpiatodo Queen Antibact. Queen 1 galón,Queen,Limpieza del Hogar,745853998103,Unidad,1,10.0,0
Limpiatodo Queen Antibact.Coco 900 ml,Queen,Limpieza del Hogar,745853998042,Unidad,1,2.7,1
LIMPIATODO SAPOLIO AROMA BEBE 900 ML,Sapolio,Limpieza del Hogar,7751851000819,Unidad,1,3.62,0
LIMPIATODO SAPOLIO AROMA COCO TROPICAL 900 ML,Sapolio,Limpieza del Hogar,7750243081191,Unidad,1,3.2,0
Limpiatodo Sapolio Aroma floral 900 ml,Sapolio,Limpieza del Hogar,7750243081177,Unidad,1,3.2,0
LIMPIATODO SAPOLIO AROMA LAVANDA 900 ML,Sapolio,Limpieza del Hogar,7750243081184,Unidad,1,3.2,0
LIMPIATODO SAPOLIO AROMA LIMON X 900 ML,Sapolio,Limpieza del Hogar,7751851000796,Unidad,1,3.2,0
Limpiatodo Sapolio Aroma Manzana x 900 ml,Sapolio,Limpieza del Hogar,7751851000765,Unidad,1,3.2,0
LIMPIATODO SAPOLIO AROMA MELÓN 900 ML,Sapolio,Limpieza del Hogar,7750243066747,Unidad,1,3.5,0
Limpiatodo Sapolio Rosas 900 ml,Sapolio,Limpieza del Hogar,7751851011082,Unidad,1,3.2,0
Limpiavidrios multiusos Sapolio 500 ml,Sapolio,Limpieza del Hogar,7751851003964,Unidad,1,4.5,0
Linaza a granel x kg,Genérico,Abarrotes,7751234024821,Unidad,1,12.0,0
linaza SM x unid.,Genérico,Abarrotes,,Unidad,1,0.5,26
Lipstick Surtido Portugal SPF 30 x und,Portugal,Cuidado Personal,,Unidad,1,6.5,0
Loa 2.5,Loa,Bebidas,7751731004449,Unidad,1,3.0,0
Loa 750 ml,Loa,Bebidas,7751731007044,Unidad,1,1.5,0
Loa Agua C/Gas 625 ml.,Loa,Bebidas,7751731006771,Unidad,1,1.0,0
Loa Agua S/G 200 ml,Loa,Bebidas,7751731007006,Unidad,1,0.5,0
Loa Agua Sin Gas 625 ml,Loa,Bebidas,7751731004418,Unidad,1,1.0,0
Loa Bidón 7 lt,Loa,Bebidas,7751731004456,Unidad,1,8.0,0
Loa Sabor Limon x 625 ml,Loa,Bebidas,7751731006825,Unidad,1,1.3,0
LOA SABOR MANZANA 625 ML,Loa,Bebidas,7751731007112,Unidad,1,1.3,0
Loa sabor Piña 625 ml,Loa,Bebidas,7751731006818,Unidad,1,1.3,0
Locion desmaquillante Pons Clarant B3 x 200 ml.,Genérico,Cuidado Personal,7501056346270,Unidad,1,0.0,0
Lopets Creamy Snack Salmon gatos 60gr,Lopets,Mascotas,7709751207593,Unidad,1,11.0,2
Lopets Creamy Snack Seafood,Lopets,Mascotas,7709751207500,Unidad,1,11.0,2
Lopets Creamy Snack Verdel gatos 60gr,Lopets,Mascotas,7709751207586,Unidad,1,11.0,0
Los Arboles  Malbec x 750 ml,Los Árboles,Licores y Cervezas,7791250000935,Unidad,1,35.0,0
Los Arboles Cavernet Sauvignon x 750 ml,Los Árboles,Licores y Cervezas,7791250000942,Unidad,1,35.0,0
Los Arboles Chardonnay x 750 ml,Los Árboles,Licores y Cervezas,7791250000959,Unidad,1,35.0,0
Los Arboles Red Blend x 750 ml,Los Árboles,Licores y Cervezas,7791250003257,Unidad,1,35.0,0
Lucky Azul Big Chill  20 und,Lucky Strike,Cigarrillos y Vapes,0077557698,Unidad,1,1.5,0
Lucky Azul Big Chill x10,Lucky Strike,Cigarrillos y Vapes,0077564818,Unidad,1,13.0,0
Lucky Crush Naranja  x 10 unid,Lucky Strike,Frutas y Verduras,0077564801,Unidad,1,13.0,0
Lucky Crush Naranja 20 und,Lucky Strike,Frutas y Verduras,0077556981,Unidad,1,1.5,0
Lucky Double Chill Menta 20 und,Lucky Strike,Cigarrillos y Vapes,0077561725,Unidad,1,1.5,0
Lucky Fresh Twist Sandia 20 und,Lucky Strike,Frutas y Verduras,0077557018,Unidad,1,1.5,0
Lucky Fresh Twist Sandia x 10 unid.,Lucky Strike,Frutas y Verduras,0077564795,Unidad,1,13.0,0
Lucky Strike Blue 20 und,Lucky Strike,Cigarrillos y Vapes,0077529305,Unidad,1,1.2,0
Lucky Strike Blue x 10 und,Lucky Strike,Cigarrillos y Vapes,0077539274,Unidad,1,10.5,0
Lucky Wild Mix Mora 20 und,Lucky Strike,Cigarrillos y Vapes,0077556974,Unidad,1,1.5,0
Lucky Wild Mix Mora x 10 unid.,Lucky Strike,Cigarrillos y Vapes,0077564788,Unidad,1,13.0,0
M&M  Peanut But.46 gr,M&M's,Confitería y Golosinas,40000001447,Unidad,1,4.5,0
M&M Leche / chocolate 47.9 gr,Genérico,Lácteos,40000514480,Unidad,1,4.5,0
M&M Peanut 49.3 g,M&M's,Confitería y Golosinas,40000514510,Unidad,1,4.5,0
Maicena a granel x kg,Genérico,Abarrotes,7751234013061,Unidad,1,6.0,0
Maicena Universal 180 gr.,Universal,Abarrotes,7752230001199,Unidad,1,2.8,0
Maiz cabanita a granel x kg,Genérico,Abarrotes,7751234013283,Unidad,1,8.0,0
MAIZ DULCE ENLATADO MEI WEI  425 GR.,Mei Wei,Abarrotes,6935897632581,Unidad,1,6.8,0
MAIZ POPCORN VALLENORTE 500 G,Vallenorte,Abarrotes,7754725000625,Unidad,1,5.0,0
Maiz Santo Tomas a granel,Genérico,Abarrotes,,Unidad,1,0.0,0
Maiz tostado a granel x kg,Genérico,Abarrotes,7751234013146,Unidad,1,30.0,0
Maizena Duryea 100 g,Duryea,Abarrotes,7752285104814,Unidad,1,2.5,0
Maizena Duryea caja 110 g,Duryea,Abarrotes,7752285007795,Unidad,1,2.5,0
MALTIN POWER 330 ML,Maltin Power,Bebidas,77531704,Unidad,1,1.5,0
Mandarina a granel x kg,Genérico,Frutas y Verduras,7751234013641,Unidad,1,3.6,0
Mandioca a granel x kg,Genérico,Frutas y Verduras,7751234013153,Unidad,1,8.0,0
Mango a granel x kg,Genérico,Frutas y Verduras,7751234013665,Unidad,1,3.0,0
Mani con pasas a granel x kg,Genérico,Abarrotes,7751234013245,Unidad,1,30.0,0
Mani confitado a granel x kg,Genérico,Abarrotes,7751234013252,Unidad,1,30.0,0
Maní Crocante Salado Karinto 35 gr,Karinto,Abarrotes,7758574004209,Unidad,1,1.5,0
Mani pelado sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,0
Maní picante Karinto 35 gr,Karinto,Abarrotes,7758574004179,Unidad,1,1.5,0
Mani salado a granel x kg,Genérico,Abarrotes,7751234013269,Unidad,1,30.0,0
MANIAK 500ML TODOS LOS SABORES,Maniak,Licores y Cervezas,00032025,Unidad,1,7.5,0
Manjar blanco Blanquito B.V. 900 g,B.V.,Lácteos,7753992000161,Unidad,1,10.5,1
Manjar blanco casero B.V. 200 g,B.V.,Lácteos,7753992000291,Unidad,1,4.8,0
MANJAR BLANCO ESPECIAL AREQUIPEÑO B.V. 900 G,B.V.,Lácteos,7750151009904,Unidad,1,10.5,0
Manjar Musa,Genérico,Lácteos,7751819000165,Unidad,1,3.5,0
Manjarblanco Bonle 200 g,Bonlé,Lácteos,7751271029940,Unidad,1,4.5,0
Manteca vegetal Palma Tropical 200 g,Palma Tropical,Abarrotes,7750672554242,Unidad,1,3.0,0
Mantequilla C/ Sal  Laive 90 gr.,Laive,Lácteos,7750151009607,Unidad,1,6.5,0
Mantequilla Gloria c/sal 180 g,Gloria,Lácteos,7751271033770,Unidad,1,11.5,0
MANTEQUILLA GLORIA C/SAL 50 G,Gloria,Lácteos,7751271031646,Unidad,1,4.0,0
Mantequilla Gloria c/sal 90 g,Gloria,Lácteos,7751271031653,Unidad,1,6.5,0
Mantequilla Gloria c/sal Pote x 390 g,Gloria,Lácteos,7751271031080,Unidad,1,20.5,0
Mantequilla Gloria s/sal 180gr,Gloria,Lácteos,7751271033787,Unidad,1,11.5,0
Mantequilla Laive c/sal 100 g,Laive,Lácteos,7750151222006,Unidad,1,6.5,0
Mantequilla Laive c/sal 180 g,Laive,Lácteos,7750151007597,Unidad,1,12.0,0
Mantequilla Pampacolca 250 g,Pampacolca,Lácteos,,Unidad,1,5.5,0
Manty Margarina Clasica 300 g,Manty,Lácteos,7750243052054,Unidad,1,5.5,0
MANTY MARGARINA CLASICA 90 G,Manty,Lácteos,77558688,Unidad,1,2.6,0
Manzana Delicia a Granel,Genérico,Frutas y Verduras,,Unidad,1,4.6,0
Manzana Roja a granel,Genérico,Frutas y Verduras,,Unidad,1,9.0,0
Manzana verde a granel x kg,Genérico,Frutas y Verduras,7751234013634,Unidad,1,8.8,0
Manzanilla Del Valle 25 und,Del Valle,Abarrotes,7750520000068,Unidad,1,2.5,0
Manzanilla Del Valle x UND,Del Valle,Abarrotes,,Unidad,1,0.1,0
Manzanilla Herby 1 und,Herby,Abarrotes,,Unidad,1,0.15,0
Manzanilla Hornimans 25 uni,Hornimans,Abarrotes,7750632000420,Unidad,1,2.5,0
MANZANILLA MC COLINS X 25 UND,Mc Colins,Abarrotes,7750477080083,Unidad,1,3.5,0
Máquina de afeitar Gillete Prestobara 2 hojas 1 und,Gillette,Cuidado Personal,7891051026780,Unidad,1,1.8,0
Máquina de afeitar Gillete Prestobarba 3,Gillette,Cuidado Personal,7702018880409,Unidad,1,4.5,0
MÁQUINA DE AFEITAR GILLETE ULTRAGRIP 1 UND,Gillette,Cuidado Personal,7500435154437,Unidad,1,3.5,0
Máquina de afeitar Gillete Venus suave con aloe vera 1 und,Gillette,Cuidado Personal,7702018072439,Unidad,1,4.5,0
Máquina de afeitar Schick Quattro 4 titanium 1 und,Schick,Cuidado Personal,4891228530136,Unidad,1,4.5,0
Máquina de afeitar Schick Xtreme 3 piel sensible 1 und,Schick,Cuidado Personal,7591066701015,Unidad,1,3.8,0
Maracuya a granel x Kg,Genérico,Frutas y Verduras,,Unidad,1,4.0,0
Maracuyá a granel x Kg,Genérico,Frutas y Verduras,,Unidad,1,6.2,0
Margarina Sello de Oro 45 g,Sello de Oro,Lácteos,,Unidad,1,1.5,0
Margarina Sello de Oro Barra 200 gr,Sello de Oro,Lácteos,7750243049573,Unidad,1,4.5,0
Margarina Sello de Oro barra 90 g,Sello de Oro,Lácteos,7750243044301,Unidad,1,2.6,0
MARGARINA SELLO DE ORO POTE 200 G,Sello de Oro,Lácteos,7750243052047,Unidad,1,6.0,0
MARGARITA SAYON 41 G,Sayón,Confitería y Golosinas,7750243085410,Unidad,1,1.0,0
MARGARITA TACO SAYÓN 124 GR,Sayón,Confitería y Golosinas,7750243085090,Unidad,1,2.2,0
MARLBORO SANDÍA X 20 UND,Marlboro,Cigarrillos y Vapes,7751201001039,Unidad,1,1.5,0
Marquesitas Coco 42 g,Genérico,Confitería y Golosinas,7750243053891,Unidad,1,1.0,0
Marquesitas Naranja 42 g,Genérico,Confitería y Golosinas,7750243053877,Unidad,1,1.0,0
Marsella Lavanda y Rosas 140 gr,Marsella,Limpieza del Hogar,7750243079877,Unidad,1,1.7,1
Marshmellows Corazon Fini 90 gr,Fini,Confitería y Golosinas,7898279794521,Unidad,1,2.8,0
Masa Pizza Tasaico,Tasaico,Panadería,,Unidad,1,6.0,0
Masmelos rellenos de caramelo Trululú 50 g,Trululú,Confitería y Golosinas,7702993044834,Unidad,1,2.5,0
Masmelos Rellenos Franki  Trululú 50 gr,Trululú,Confitería y Golosinas,7702993049617,Unidad,1,2.5,0
Matamosca Coaspa con crio 1 und,Coaspa,Limpieza del Hogar,7750077763577,Unidad,1,1.5,4
Mate de Coca Del Valle 25 und,Del Valle,Abarrotes,7750520000198,Unidad,1,3.5,0
Mate de Coca Del Valle x UND,Del Valle,Abarrotes,,Unidad,1,0.15,75
Matico Del Valle 25 und,Del Valle,Abarrotes,7750520000457,Unidad,1,3.5,2
MAYONESA ALA CENA 235 GR,Alacena,Abarrotes,7750243083805,Unidad,1,7.5,0
Mayonesa alacena 190 g,Alacena,Abarrotes,7750243046107,Unidad,1,7.5,0
Mayonesa alacena 475 gr.,Alacena,Abarrotes,7750243046114,Unidad,1,13.0,0
Mayonesa Alacena 50 g,Alacena,Abarrotes,7750243078771,Unidad,1,2.0,0
Mayonesa alacena 8 g,Alacena,Abarrotes,,Unidad,1,0.4,22
Mayonesa alacena 95 g,Alacena,Abarrotes,7750243046091,Unidad,1,3.5,0
Mayonesa Alacena x 850 g,Alacena,Abarrotes,7750243072366,Unidad,1,18.5,0
Mayonesa Alpesa 350 g,Alpesa,Abarrotes,7750243077019,Unidad,1,7.5,0
Mayonesa Libby's 190 gr,Libby's,Abarrotes,7752187002799,Unidad,1,6.5,0
Mayonesa Libbys 380 gr,Libby's,Abarrotes,7752187001426,Unidad,1,8.5,0
Mayonesa libbys 8 gr,Libby's,Abarrotes,,Unidad,1,0.4,0
Mayonesa libbys 85 g,Libby's,Abarrotes,7752187001402,Unidad,1,3.0,0
Mayonesa Walibi 100 gr,Walibi,Abarrotes,7752187000900,Unidad,1,2.8,0
Mayonesa Walibi 200 g,Walibi,Abarrotes,7752187000306,Unidad,1,4.5,0
Mayopalta walibi 200 g,Walibi,Limpieza del Hogar,7752187001143,Unidad,1,6.5,0
Mazamorra de Piña Universal 150 g,Universal,Abarrotes,7752230004152,Unidad,1,3.2,0
Mazamorra Durazno Umsha 125 g,Umsha,Abarrotes,7750243073585,Unidad,1,3.0,0
Mazamorra Durazno Umsha 150 g,Umsha,Abarrotes,7750243069403,Unidad,1,3.0,0
MAZAMORRA MORADA UMSHA 125 G,Umsha,Abarrotes,7750243073561,Unidad,1,3.0,0
MAZAMORRA PIÑA UMSHA 125 G,Umsha,Abarrotes,7750243073578,Unidad,1,3.0,0
MC COLINS RELAJANTE X 12 BOLS.,Mc Colins,Abarrotes,8720608001507,Unidad,1,3.5,0
Mecano Costa 19 g,Costa,Confitería y Golosinas,7750885002554,Unidad,1,1.0,0
Mega Galletas Coco Union 195 gr.,Unión,Confitería y Golosinas,7752056001649,Unidad,1,5.5,0
Mega galletas Integrales Coco 195 gr.,Unión,Confitería y Golosinas,7752056001601,Unidad,1,5.5,0
Mega Galletas Integrales Kiwicha 195 gr.,Unión,Confitería y Golosinas,7752056001625,Unidad,1,5.5,0
Mega Galletas Integrales Naranja,Unión,Confitería y Golosinas,7752056001618,Unidad,1,5.5,0
Mega Galletas Naranja Union 195 gr.,Unión,Confitería y Golosinas,7752056001632,Unidad,1,5.5,0
Meli Angel 130 g,Ángel,Abarrotes,7758071002098,Unidad,1,3.5,0
Melon a Granel,Genérico,Frutas y Verduras,,Unidad,1,2.5,0
MENTA MUÑA DEL VALLE X 25 UND,Del Valle,Abarrotes,7750520000365,Unidad,1,3.5,0
Menta Muña Del Valle x UND,Del Valle,Abarrotes,,Unidad,1,0.15,0
Mentholatum lata 5 g,Mentholatum,Cuidado Personal,,Unidad,1,3.5,3
Mentos Air Action Caramelos masticables,Mentos,Confitería y Golosinas,0075071615,Unidad,1,1.5,0
Mentos Fresa  Caramelos masticables,Mentos,Confitería y Golosinas,0075068325,Unidad,1,1.5,0
Mentos Frutas Caramelos masticables,Mentos,Confitería y Golosinas,0075068318,Unidad,1,1.5,1
Mentos Lemonade Caramelos masticables,Mentos,Confitería y Golosinas,0075073183,Unidad,1,1.5,0
MENTOS MENTA CARAMELOS MASTICABLES,Mentos,Confitería y Golosinas,75068271,Unidad,1,1.5,0
Mentos Tutti Frutti,Mentos,Confitería y Golosinas,0075068264,Unidad,1,1.5,0
Mermelada de Fresa Compass Barril x 1 Kg,Compass,Abarrotes,7751158001755,Unidad,1,13.5,0
Mermelada de Fresa Silvia x 500 g,Genérico,Abarrotes,7759215176392,Unidad,1,7.0,0
Mermelada de Naranja Compass Barril x 1 Kr,Kola Real,Abarrotes,7751158010108,Unidad,1,13.5,0
Mermelada de Piña Compass Barril x 1 Kg,Compass,Abarrotes,7751158010115,Unidad,1,13.5,0
Mermelada Gloria 290 gr,Gloria,Abarrotes,7751271034579,Unidad,1,5.5,0
Mermelada Gloria Fresa 90 g,Gloria,Abarrotes,7751271034593,Unidad,1,2.0,0
Mermelada Silvia Aguaymanto x  500 g,Silvia,Abarrotes,7759215000468,Unidad,1,8.0,0
MERMELADA SILVIA ARANDANO 500 G,Silvia,Abarrotes,7759215000635,Unidad,1,10.5,0
Mermelada Silvia Arandano x 250,Silvia,Abarrotes,7759215000765,Unidad,1,6.0,0
Mermelada Silvia Durazno 250 gr,Silvia,Abarrotes,7759215345354,Unidad,1,4.8,0
Mermelada Silvia Durazno 500 g,Silvia,Abarrotes,7759215176415,Unidad,1,7.3,0
Mermelada Silvia Fresa 250 gr,Silvia,Abarrotes,7759215213868,Unidad,1,4.8,0
Mermelada Silvia Guayaba 250 g,Silvia,Abarrotes,7759215000291,Unidad,1,4.8,0
Mermelada Silvia Guayaba 500 gr,Silvia,Abarrotes,7759215000284,Unidad,1,7.0,0
Mermelada Silvia Higo 250 g,Silvia,Abarrotes,7759215345385,Unidad,1,4.8,0
Mermelada Silvia Higo 500 g,Silvia,Abarrotes,7759215176446,Unidad,1,7.0,0
Mermelada Silvia Membrillo 250 g,Silvia,Abarrotes,7759215345361,Unidad,1,4.8,0
Mermelada Silvia Membrillo 500 g,Silvia,Abarrotes,7759215176422,Unidad,1,7.0,0
Mermelada Silvia Naranja 250 gr,Silvia,Abarrotes,7759215345378,Unidad,1,4.8,0
Mermelada Silvia Naranja 500 g,Silvia,Abarrotes,7759215176439,Unidad,1,7.0,0
Mermelada Silvia Papaya Arequipeña 250 g,Arequipeña,Licores y Cervezas,7759215345347,Unidad,1,5.2,0
Mermelada Silvia Papaya Arequipeña x 500 g,Arequipeña,Licores y Cervezas,7759215176408,Unidad,1,7.5,0
Mermelada Silvia Piña 250 gr,Silvia,Abarrotes,7759215345392,Unidad,1,4.8,0
Mermelada Silvia Piña 500 g,Silvia,Abarrotes,7759215213851,Unidad,1,7.0,0
Mermelada Silvia Pote Fresa x 500 g,Silvia,Abarrotes,7759215176460,Unidad,1,9.5,0
Mermelada Silvia Pote Fresa x 550 g,Silvia,Abarrotes,7759215176460,Unidad,1,9.5,0
Mermelada Silvia Pote Membrillo x 550 g,Silvia,Abarrotes,7759215345484,Unidad,1,9.5,0
Mermelada Silvia Pote Papaya Arequipeña x 550 g,Arequipeña,Licores y Cervezas,7759215148856,Unidad,1,10.0,0
Mermelada Silvia Sauco 250 g,Silvia,Abarrotes,7759215345408,Unidad,1,6.0,0
Mermelada Silvia Sauco x 500 g,Silvia,Abarrotes,7759215448222,Unidad,1,10.5,0
Mex Crema de Tequila Mango 700 ml,Genérico,Licores y Cervezas,8410774017005,Unidad,1,68.0,0
Mex Crema de Tequila Maracuya 700 ml,Genérico,Licores y Cervezas,8410774017111,Unidad,1,68.0,0
Mezcla Lactea sin lactosa Laive 480 gr,Laive,Lácteos,7750151007221,Unidad,1,4.3,0
Mezcla lista p/apanar apanado ajinomix 96 g,Ajinomoto,Abarrotes,7754487002424,Unidad,1,3.0,0
Mezcla lista p/apanar crocante ajinomix 96 g,Ajinomoto,Abarrotes,7754487002592,Unidad,1,3.0,0
Michicat Gato Adulto x Kg,Michicat,Mascotas,,Unidad,1,7.5,0
Miel de Abeja Baez 500 gr,Báez,Abarrotes,7750478630010,Unidad,1,27.0,3
Mijo a granel x KG,Genérico,Frutas y Verduras,,Unidad,1,9.5,0
MIKES LATA 473 ML TODOS LOS SABORES,Mike's,Licores y Cervezas,00022025,Unidad,1,7.0,0
Mil Hojas Divaldi,Divaldi,Panadería,,Unidad,1,1.5,0
Milanesa San Fernando x und,San Fernando,Embutidos y Fiambres,,Unidad,1,2.5,0
Milky Chocolate con Almendras 50 g,La Ibérica,Confitería y Golosinas,7750060003291,Unidad,1,6.5,0
Milky Chocolate Frambuesa La iberica 50 g,La Ibérica,Confitería y Golosinas,7750060003345,Unidad,1,8.0,0
Milky chocolate iberica 50 g,La Ibérica,Confitería y Golosinas,7750060576832,Unidad,1,6.0,0
Milky pecana y pasas iberica 50 g,La Ibérica,Abarrotes,7750060003314,Unidad,1,8.0,0
Milky sin azucar iberica 50 g,La Ibérica,Abarrotes,7750060003208,Unidad,1,7.0,0
MilkyWay Barra Chocolate rellena 52.2 g,Milky Way,Confitería y Golosinas,40000602040,Unidad,1,4.5,0
Millows masmelos Blanco Colombina 145 gr,Colombina,Confitería y Golosinas,7702011075611,Unidad,1,4.0,0
MILLOWS MASMELOS CARITAS COLOMBINA 145 GR,Colombina,Confitería y Golosinas,7702011075628,Unidad,1,4.5,0
Millows masmelos Corazones Colombina 145 gr,Colombina,Confitería y Golosinas,7702011075253,Unidad,1,4.0,0
Millows masmelos fogata colombina 145 gr,Colombina,Confitería y Golosinas,7702011088024,Unidad,1,4.0,0
Millows masmelos surtido colombina 145 g,Colombina,Confitería y Golosinas,7702011075291,Unidad,1,4.0,0
Milo  Lata 380 gr,Nestlé,Abarrotes,,Unidad,1,25.0,0
Milo 17 g,Nestlé,Abarrotes,8445290241382,Unidad,1,1.3,0
Milo 48 g,Nestlé,Abarrotes,8445291850118,Unidad,1,3.0,0
Milo Acitv-Go Doypack 350 gr,Nestlé,Abarrotes,8445290241788,Unidad,1,17.0,1
Mimaskot Adulto Rz Medianas/Grandes x 1 Kg,Mimaskot,Mascotas,7750885013321,Unidad,1,9.0,0
Mimaskot Adulto Rz Pequeña x Kg,Mimaskot,Mascotas,,Unidad,1,8.0,0
Mimaskot Cachorro Rz Pequeña x Kg,Mimaskot,Mascotas,,Unidad,1,8.0,1
MINI BON O BON 8 GR,Arcor,Confitería y Golosinas,,Unidad,1,0.6,0
MINI CHIPS AHOY X 50 G,Nabisco,Confitería y Golosinas,7750168000697,Unidad,1,1.7,0
Mini Choco Panetón  80 gr Costa,Genérico,Confitería y Golosinas,7750885020770,Unidad,1,4.5,0
Mini Chocolate Surtido Nestle,Nestlé,Confitería y Golosinas,,Unidad,1,28.0,0
MINI CUA CUA FIELD 47.6 G,Field,Confitería y Golosinas,7622202818967,Unidad,1,1.8,0
Mini milky iberica 20 g,La Ibérica,Confitería y Golosinas,7750060001204,Unidad,1,3.0,0
Mini milky S/A La Iberica 20 gr,La Ibérica,Confitería y Golosinas,7750060002027,Unidad,1,4.0,0
Mini Ritz x 50 g,Nabisco,Confitería y Golosinas,7622202014765,Unidad,1,1.5,0
MINISANDWICH VAINILLA DONOFRIO 31 G,D'Onofrio,Helados y Congelados,7613034577894,Unidad,1,1.8,0
Miski Crema de pisco frutos secos 750 ml,Miski,Licores y Cervezas,7750921000018,Unidad,1,43.0,0
Miskisimo 7 semillas 23 g,Miski,Licores y Cervezas,7754487002530,Unidad,1,1.3,0
Miskisimo Chocolate en polvo 14 g,Miski,Licores y Cervezas,7754487003070,Unidad,1,1.0,6
Mix de hojuelas Bucky snacks 30 g,Bucky,Snacks,798190242224,Unidad,1,1.0,0
